,countries,Year,CO2 Total Mt,CO2 Kg/1k$,CO2 Tons per capita,Generation GWh,consumption GWh,consumption per capita kW,installed capacity MW,Renewable installed capacity MW,Renewable generation GWh,Renewable percentage %,Population
600,sweden,1994,63.220,0.22,7.19,"137,814","129,062","14,638.9","33,196","16,072","60,864",44.16%,"8,816,381"
601,sweden,1993,60.883,0.22,6.96,"140,774","130,160","14,883.8","33,538","15,867","76,190",54.12%,"8,745,109"
602,sweden,1992,61.115,0.21,7.04,"141,432","129,713","14,923.2","33,486","16,021","75,692",53.52%,"8,692,013"
603,sweden,1991,58.509,0.20,6.78,"142,098","132,002","15,270.7","33,237","15,891","64,537",45.42%,"8,644,120"
604,sweden,1990,58.110,0.20,6.78,"141,531","130,235","15,160.1","32,807","15,904","73,789",52.14%,"8,590,630"
605,sweden,1989,58.701,,6.89,"141,168","131,254","15,392.7","33,798","15,759","73,112",51.79%,"8,527,039"
606,sweden,1988,61.521,,7.27,"142,435","130,310","15,405.1","33,134","16,112","71,023",49.86%,"8,458,888"
607,sweden,1987,63.403,,7.53,"143,450","129,113","15,344.9","32,987","15,996","72,878",50.80%,"8,414,089"
608,sweden,1986,65.303,,7.79,"135,623","121,334","14,476.4","33,078","15,813","62,072",45.77%,"8,381,519"
609,sweden,1985,63.686,,7.62,"134,069","121,770","14,569.0","33,165","15,690","71,849",53.59%,"8,358,139"
610,sweden,1984,59.752,,7.16,"121,376","111,686","13,387.4","30,855","15,445","68,906",56.77%,"8,342,633"
611,sweden,1983,60.303,,7.24,"107,133","102,763","12,335.6","30,640","15,290","64,207",59.93%,"8,330,577"
612,sweden,1982,65.946,,7.92,"97,156","92,349","11,089.7","30,569","15,215","55,358",56.98%,"8,327,488"
613,sweden,1981,71.996,,8.65,"100,480","89,640","10,770.1","28,495","14,919","59,912",59.63%,"8,323,038"
614,sweden,1980,79.392,,9.55,"94,180","86,436","10,391.5","28,317","14,859","58,873",62.51%,"8,317,967"
615,iceland,2020,3.169,0.17,9.23,"18,431","17,912","48,569.6",,"2,851","18,428",99.98%,"368,792"
616,iceland,2019,3.536,0.17,10.38,"19,352","18,821","51,687.2","2,980","2,864","19,349",99.99%,"364,134"
617,iceland,2018,3.801,0.19,11.25,"19,695","19,141","53,616.8","2,978","2,862","19,693",99.99%,"356,991"
618,iceland,2017,3.864,0.20,11.53,"19,072","18,481","53,037.4","2,827","2,711","19,070",99.99%,"348,450"
619,iceland,2016,3.615,0.20,10.87,"18,172","17,683","52,262.1","2,776","2,659","18,169",99.98%,"338,349"
620,iceland,2015,3.664,0.21,11.09,"18,559","17,983","54,078.8","2,775","2,658","18,555",99.98%,"332,529"
621,iceland,2014,3.571,0.22,10.87,"17,804","17,306","52,585.3","2,767","2,653","17,801",99.98%,"329,100"
622,iceland,2013,3.746,0.23,11.45,"18,000","17,626","54,121.2","2,766","2,652","17,995",99.97%,"325,671"
623,iceland,2012,3.665,0.24,11.26,"17,426","16,940","52,631.5","2,657","2,543","17,423",99.98%,"321,857"
624,iceland,2011,3.617,0.24,11.18,"17,086","16,583","51,890.4","2,669","2,549","17,084",99.99%,"319,575"
625,iceland,2010,3.749,0.25,11.70,"16,977","16,278","51,115.7","2,579","2,458","16,975",99.99%,"318,452"
626,iceland,2009,3.843,0.25,12.16,"16,711","16,203","51,011.8","2,571","2,451","16,709",99.99%,"317,630"
627,iceland,2008,3.802,0.23,12.23,"16,343","15,767","49,369.0","2,574","2,455","16,341",99.99%,"319,368"
628,iceland,2007,3.500,0.21,11.47,"11,893","11,398","36,131.1","2,363","2,244","11,891",99.98%,"315,459"
629,iceland,2006,3.281,0.22,10.95,"9,857","9,444","30,694.3","1,725","1,586","9,853",99.96%,"307,672"
630,iceland,2005,3.173,0.22,10.76,"8,616","8,235","27,459.0","1,538","1,396","8,611",99.95%,"299,891"
631,iceland,2004,3.202,0.24,11.00,"8,552","8,170","27,828.3","1,508","1,366","8,548",99.96%,"293,577"
632,iceland,2003,3.116,0.25,10.82,"8,429","7,939","27,320.9","1,507","1,357","8,423",99.93%,"290,570"
633,iceland,2002,3.143,0.26,11.02,"8,346","7,951","27,561.3","1,506","1,357","8,340",99.93%,"288,471"
634,iceland,2001,2.971,0.24,10.50,"7,967","7,614","26,568.1","1,460","1,311","7,963",99.95%,"286,575"
635,iceland,2000,2.865,0.25,10.22,"7,620","7,304","25,775.3","1,383","1,236","7,615",99.94%,"283,361"
636,iceland,1999,2.750,0.25,9.90,"7,128","6,742","24,160.6","1,163","1,016","7,123",99.93%,"279,049"
637,iceland,1998,2.719,0.25,9.88,"6,225","5,787","20,989.3","1,104",956,"6,220",99.92%,"275,712"
638,iceland,1997,2.633,0.26,9.65,"5,534","5,088","18,678.6","1,070",923,"5,530",99.93%,"272,381"
639,iceland,1996,2.718,0.29,10.06,"5,075","4,620","17,118.0","1,030",884,"5,070",99.91%,"269,874"
640,iceland,1995,2.449,0.27,9.15,"4,933","4,605","17,185.5","1,030",884,"4,925",99.84%,"267,958"
641,iceland,1994,2.522,0.28,9.51,"4,735","4,495","16,836.6","1,032",884,"4,730",99.89%,"266,978"
642,iceland,1993,2.412,0.28,9.18,"4,682","4,369","16,482.8","1,025",879,"4,677",99.89%,"265,064"
643,iceland,1992,2.310,0.27,8.88,"4,503","4,160","15,854.5","1,023",879,"4,497",99.87%,"262,386"
644,iceland,1991,2.297,0.26,8.92,"4,452","4,065","15,651.1",924,779,"4,445",99.84%,"259,727"
645,iceland,1990,2.345,0.26,9.19,"4,468","4,073","15,918.5",898,756,"4,462",99.87%,"255,866"
646,iceland,1989,2.307,,9.14,"4,479","4,095","16,135.7",914,756,"4,474",99.89%,"253,785"
647,iceland,1988,2.303,,9.22,"4,420","4,026","15,981.3",910,756,"4,414",99.86%,"251,919"
648,iceland,1987,2.185,,8.84,"4,157","3,701","14,949.9",909,756,"4,152",99.88%,"247,561"
649,iceland,1986,2.146,,8.78,"4,063","3,682","15,080.5",907,756,"4,058",99.88%,"244,157"
650,iceland,1985,2.138,,8.85,"3,852","3,518","14,525.0",905,755,"3,848",99.90%,"242,203"
651,iceland,1984,2.249,,9.42,"3,925","3,598","14,953.9",904,755,"3,921",99.90%,"240,606"
652,iceland,1983,2.024,,8.58,"3,777","3,419","14,340.5",903,755,"3,770",99.81%,"238,416"
653,iceland,1982,1.985,,8.51,"3,585","3,235","13,734.6",903,755,"3,575",99.72%,"235,537"
654,iceland,1981,2.344,,10.16,"3,268","2,954","12,722.8",762,615,"3,217",98.44%,"232,182"
655,iceland,1980,2.434,,10.66,"3,148","2,857","12,458.2",680,545,"3,103",98.57%,"229,327"
656,belgium,2020,84.080,0.15,7.24,"86,293","82,190","7,106.2",,"11,467","25,697",29.78%,"11,566,041"
657,belgium,2019,99.349,0.17,8.59,"88,754","83,309","7,230.2","23,425","9,707","20,624",23.24%,"11,522,440"
658,belgium,2018,100.781,0.17,8.76,"70,080","83,626","7,300.0","22,334","8,438","18,517",26.42%,"11,455,519"
659,belgium,2017,100.028,0.17,8.75,"81,171","83,342","7,311.6","21,868","7,618","17,260",21.26%,"11,398,589"
660,belgium,2016,101.795,0.18,8.96,"80,231","82,533","7,270.6","21,311","6,925","15,703",19.57%,"11,351,727"
661,belgium,2015,102.764,0.18,9.10,"65,043","82,226","7,269.5","20,970","6,548","15,815",24.31%,"11,311,117"
662,belgium,2014,97.870,0.18,8.72,"67,770","81,588","7,260.5","20,619","6,180","13,550",19.99%,"11,237,274"
663,belgium,2013,104.467,0.19,9.37,"77,734","83,367","7,456.2","20,952","5,969","12,863",16.55%,"11,180,840"
664,belgium,2012,103.140,0.19,9.31,"77,379","83,184","7,468.5","20,838","5,364","11,751",15.19%,"11,137,974"
665,belgium,2011,104.915,0.20,9.53,"84,313","82,696","7,466.3","20,687","4,430","9,468",11.23%,"11,075,889"
666,belgium,2010,115.511,0.22,10.56,"88,651","84,919","7,719.5","18,689","3,175","7,839",8.84%,"11,000,638"
667,belgium,2009,107.365,0.21,9.89,"84,849","78,949","7,283.2","17,777","2,223","6,749",7.95%,"10,839,905"
668,belgium,2008,115.563,0.22,10.72,"78,762","85,097","7,913.7","16,758","1,397","5,478",6.96%,"10,753,080"
669,belgium,2007,113.837,0.22,10.64,"82,412","85,127","7,980.6","16,380","1,188","4,523",5.49%,"10,666,866"
670,belgium,2006,117.652,0.24,11.08,"79,319","85,297","8,058.7","16,260","1,082","3,828",4.83%,"10,584,534"
671,belgium,2005,119.344,0.25,11.32,"80,616","82,764","7,873.8","16,096",963,"2,763",3.43%,"10,511,382"
672,belgium,2004,123.442,0.26,11.78,"79,500","83,231","7,967.9","15,648",629,"2,404",3.02%,"10,445,852"
673,belgium,2003,124.358,0.27,11.94,"78,761","81,414","7,830.9","15,615",579,"1,956",2.48%,"10,396,421"
674,belgium,2002,119.432,0.26,11.52,"76,282","80,098","7,734.6","15,552",495,"2,075",2.72%,"10,355,844"
675,belgium,2001,126.830,0.28,12.29,"74,068","79,288","7,690.6","15,533",467,"2,057",2.78%,"10,309,725"
676,belgium,2000,125.737,0.29,12.23,"77,994","78,531","7,651.5","15,685",420,"1,807",2.32%,"10,263,414"
677,belgium,1999,123.812,0.29,12.07,"78,572","75,298","7,354.0","15,253",103,"1,552",1.98%,"10,239,085"
678,belgium,1998,128.119,0.31,12.51,"77,337","74,893","7,332.6","15,103",97,"1,400",1.81%,"10,213,752"
679,belgium,1997,124.692,0.31,12.20,"73,427","73,006","7,162.9","14,417",96,"1,209",1.65%,"10,192,264"
680,belgium,1996,127.724,0.33,12.51,"70,833","71,190","6,999.8","14,573",96,"1,294",1.83%,"10,170,226"
681,belgium,1995,122.906,0.32,12.07,"69,309","69,710","6,872.7","14,613",96,"1,386",2.00%,"10,143,047"
682,belgium,1994,121.650,0.33,11.98,"67,275","67,735","6,686.2","14,631",95,"1,234",1.83%,"10,130,574"
683,belgium,1993,116.534,0.32,11.52,"66,105","64,663","6,401.9","13,785",95,"1,134",1.72%,"10,100,631"
684,belgium,1992,118.450,0.32,11.75,"67,377","63,968","6,353.4","13,785",94,"1,216",1.80%,"10,068,319"
685,belgium,1991,120.541,0.33,12.01,"67,170","61,818","6,168.2","13,863",94,"1,041",1.55%,"10,021,997"
686,belgium,1990,116.633,0.33,11.66,"66,360","59,032","5,910.9","13,937",94,993,1.50%,"9,986,975"
687,belgium,1989,113.626,,11.39,"63,708","57,832","5,813.6","14,108",95,916,1.44%,"9,947,782"
688,belgium,1988,112.594,,11.31,"61,423","56,049","5,645.8","14,025",93,926,1.51%,"9,927,612"
689,belgium,1987,110.290,,11.09,"59,154","53,794","5,447.1","14,053",90,936,1.58%,"9,875,716"
690,belgium,1986,110.174,,11.10,"54,576","51,298","5,200.1","14,138",89,792,1.45%,"9,864,751"
691,belgium,1985,109.610,,11.05,"53,112","50,037","5,075.3","14,112",87,580,1.09%,"9,858,895"
692,belgium,1984,112.056,,11.31,"50,813","48,247","4,894.3","12,309",86,567,1.12%,"9,857,721"
693,belgium,1983,109.250,,11.04,"49,041","46,045","4,673.2","12,566",86,539,1.10%,"9,853,023"
694,belgium,1982,118.948,,12.03,"47,250","44,890","4,553.7","12,047",86,574,1.21%,"9,858,017"
695,belgium,1981,126.675,,12.82,"47,537","45,201","4,586.8","10,977",80,653,1.37%,"9,854,589"
696,belgium,1980,138.627,,14.05,"50,572","45,180","4,580.6","11,013",73,559,1.11%,"9,863,374"
697,norway,2020,42.182,0.12,7.74,"153,669","124,288","23,053.1",,"35,847","152,061",98.95%,"5,391,369"
698,norway,2019,43.325,0.13,8.02,"131,785","123,572","23,021.9","36,724","34,378","129,663",98.39%,"5,367,580"
699,norway,2018,44.392,0.13,8.29,"144,776","125,622","23,576.8","35,416","33,070","142,455",98.40%,"5,328,212"
700,norway,2017,43.731,0.13,8.24,"147,212","122,894","23,206.7","34,273","31,806","144,960",98.47%,"5,295,619"
701,norway,2016,44.461,0.13,8.46,"147,132","121,551","23,116.0","33,835","31,363","144,785",98.40%,"5,258,317"
702,norway,2015,44.961,0.14,8.65,"141,794","119,680","22,968.0","33,852","31,039","139,651",98.49%,"5,210,721"
703,norway,2014,44.515,0.14,8.66,"139,867","116,677","22,583.4","33,710","30,979","137,529",98.33%,"5,166,493"
704,norway,2013,44.750,0.14,8.81,"132,271","119,205","23,337.0","33,497","30,729","130,032",98.31%,"5,107,970"
705,norway,2012,44.970,0.14,8.97,"145,377","118,404","23,440.4","32,870","30,091","143,177",98.49%,"5,051,275"
706,norway,2011,45.431,0.15,9.18,"124,929","114,556","22,976.2","32,092","29,358","121,502",97.26%,"4,985,870"
707,norway,2010,46.501,0.16,9.52,"122,150","120,145","24,418.2","31,697","28,987","117,598",96.27%,"4,920,305"
708,norway,2009,44.694,0.15,9.26,"129,068","112,507","23,158.2","31,264","28,789","125,309",97.09%,"4,858,199"
709,norway,2008,46.227,0.15,9.69,"139,220","115,653","24,098.1","30,565","28,630","139,051",99.88%,"4,799,252"
710,norway,2007,45.849,0.15,9.71,"134,101","113,955","24,055.5","30,001","28,147","133,684",99.69%,"4,737,171"
711,norway,2006,44.890,0.15,9.61,"119,724","110,464","23,597.7","29,308","27,835","119,280",99.63%,"4,681,134"
712,norway,2005,44.218,0.15,9.55,"135,393","113,351","24,428.0","29,122","27,632","135,222",99.87%,"4,640,219"
713,norway,2004,45.946,0.16,9.99,"108,664","109,154","23,696.3","28,477","27,034","108,404",99.76%,"4,606,363"
714,norway,2003,45.516,0.17,9.96,"105,253","103,759","22,667.5","28,369","27,217","105,080",99.84%,"4,577,457"
715,norway,2002,42.641,0.16,9.38,"128,568","109,594","24,074.6","28,282","26,857","128,479",99.93%,"4,552,252"
716,norway,2001,43.337,0.17,9.58,"119,708","115,491","25,528.2","27,966","26,404","119,627",99.93%,"4,524,066"
717,norway,2000,42.889,0.17,9.53,"140,809","112,976","25,086.7","28,415","26,846","140,727",99.94%,"4,503,436"
718,norway,1999,47.798,0.19,10.68,"120,870","110,449","24,662.1","28,332","27,540","120,574",99.76%,"4,478,497"
719,norway,1998,46.230,0.19,10.39,"114,879","110,537","24,865.9","27,782","26,982","114,863",99.99%,"4,445,329"
720,norway,1997,44.536,0.19,10.08,"108,625","104,129","23,571.4","28,138","27,327","108,964",100.31%,"4,417,599"
721,norway,1996,42.165,0.19,9.60,"103,516","103,945","23,663.1","28,305","27,494","103,173",99.67%,"4,392,714"
722,norway,1995,41.783,0.19,9.57,"120,603","104,516","23,916.9","28,190","27,379","120,648",100.04%,"4,369,957"
723,norway,1994,41.570,0.20,9.57,"110,608","102,558","23,585.2","27,500","26,215","110,713",100.09%,"4,348,410"
724,norway,1993,39.566,0.20,9.17,"118,335","101,586","23,489.1","27,268","25,983","118,313",99.98%,"4,324,815"
725,norway,1992,37.471,0.20,8.73,"115,777","100,219","23,311.2","27,213","25,963","115,764",99.99%,"4,299,167"
726,norway,1991,34.807,0.19,8.15,"109,258","99,716","23,332.8","27,073","25,823","109,269",100.01%,"4,273,634"
727,norway,1990,37.444,0.21,8.82,"120,284","97,448","22,929.9","27,067","25,817","120,175",99.91%,"4,249,830"
728,norway,1989,37.211,,8.80,"117,762","95,189","22,486.7","27,033","25,728","117,423",99.71%,"4,233,116"
729,norway,1988,38.125,,9.06,"108,131","94,846","22,471.7","25,689","24,453","107,970",99.85%,"4,220,686"
730,norway,1987,37.076,,8.86,"102,684","93,863","22,357.4","25,583","24,358","102,381",99.70%,"4,198,289"
731,norway,1986,38.350,,9.20,"95,546","90,684","21,718.0","24,781","23,555","95,370",99.82%,"4,175,521"
732,norway,1985,35.940,,8.65,"101,561","91,946","22,106.7","23,651","23,076","101,473",99.91%,"4,159,187"
733,norway,1984,35.066,,8.47,"105,028","89,195","21,514.3","23,206","22,628","104,895",99.87%,"4,145,845"
734,norway,1983,33.108,,8.03,"104,863","83,115","20,103.5","22,952","22,370","104,704",99.85%,"4,134,353"
735,norway,1982,33.198,,8.07,"91,603","78,100","18,944.8","22,369","21,789","91,507",99.90%,"4,122,511"
736,norway,1981,36.590,,8.93,"91,811","78,076","19,010.2","21,544","20,963","91,876",100.07%,"4,107,063"
737,norway,1980,40.065,,9.81,"82,705","75,112","18,354.3","20,012","19,443","82,717",100.01%,"4,092,340"
738,Switzerland,2020,35.299,0.06,4.07,"68,910","59,159","6,825.7",,"7,686","46,473",67.44%,"8,667,088"
739,Switzerland,2019,39.737,0.07,4.62,"67,880","57,471","6,677.9","21,876","7,309","43,116",63.52%,"8,606,033"
740,Switzerland,2018,38.916,0.06,4.55,"63,719","57,904","6,776.8","21,861","6,923","39,786",62.44%,"8,544,527"
741,Switzerland,2017,40.144,0.07,4.74,"57,762","58,754","6,925.2","21,376","6,545","38,676",66.96%,"8,484,130"
742,Switzerland,2016,40.908,0.07,4.87,"59,001","58,468","6,944.4","20,547","6,251","38,716",65.62%,"8,419,550"
743,Switzerland,2015,40.308,0.07,4.84,"64,034","58,459","7,020.3","19,313","5,901","41,926",65.47%,"8,327,126"
744,Switzerland,2014,41.197,0.07,5.01,"67,891","57,726","7,007.5","18,887","5,495","41,607",61.29%,"8,237,666"
745,Switzerland,2013,44.700,0.08,5.50,"66,532","59,459","7,304.9","18,663","5,143","41,536",62.43%,"8,139,631"
746,Switzerland,2012,43.667,0.08,5.44,"65,990","59,209","7,365.2","18,289","4,799","41,347",62.66%,"8,039,060"
747,Switzerland,2011,42.372,0.08,5.34,"60,759","58,859","7,399.3","16,923","4,502","34,837",57.34%,"7,954,662"
748,Switzerland,2010,46.487,0.09,5.94,"63,903","60,051","7,630.3","17,783","4,367","38,260",59.87%,"7,870,134"
749,Switzerland,2009,44.797,0.09,5.79,"64,104","57,762","7,418.9","17,481","4,217","37,812",58.99%,"7,785,806"
750,Switzerland,2008,46.185,0.09,6.04,"64,411","58,997","7,660.1","17,317","4,136","38,118",59.18%,"7,701,856"
751,Switzerland,2007,44.804,0.09,5.93,"63,978","57,695","7,598.0","17,264","4,117","37,244",58.21%,"7,593,494"
752,Switzerland,2006,46.752,0.10,6.25,"59,524","58,034","7,728.8","17,141","4,103","33,021",55.48%,"7,508,739"
753,Switzerland,2005,47.190,0.10,6.37,"55,407","57,527","7,712.2","17,115","4,064","33,050",59.65%,"7,459,128"
754,Switzerland,2004,46.572,0.10,6.34,"61,396","56,446","7,612.3","17,064","4,020","35,421",57.69%,"7,415,102"
755,Switzerland,2003,46.035,0.11,6.31,"62,759","55,458","7,530.8","17,063","4,022","36,393",57.99%,"7,364,148"
756,Switzerland,2002,44.731,0.10,6.18,"62,978","54,084","7,394.7","16,986","3,995","36,764",58.38%,"7,313,853"
757,Switzerland,2001,46.365,0.11,6.44,"68,657","54,312","7,485.5","16,972","3,981","42,742",62.25%,"7,255,653"
758,Switzerland,2000,44.930,0.11,6.27,"63,791","52,633","7,306.0","16,915","3,962","38,226",59.92%,"7,204,055"
759,Switzerland,1999,45.745,0.11,6.41,"66,493","52,280","7,297.2","16,535","3,614","41,245",62.03%,"7,164,444"
760,Switzerland,1998,45.480,0.11,6.39,"59,882","49,622","6,965.9","15,535","3,584","34,648",57.86%,"7,123,537"
761,Switzerland,1997,44.018,0.11,6.21,"59,780","48,925","6,894.2","15,450","3,553","35,096",58.71%,"7,096,465"
762,Switzerland,1996,45.297,0.12,6.41,"53,878","48,918","6,908.0","15,429","3,550","29,639",55.01%,"7,081,346"
763,Switzerland,1995,44.752,0.12,6.38,"59,932","49,073","6,948.5","15,383","3,541","35,912",59.92%,"7,062,354"
764,Switzerland,1994,43.954,0.12,6.31,"63,546","48,229","6,871.2","15,335","3,526","39,732",62.52%,"7,019,019"
765,Switzerland,1993,44.896,0.12,6.51,"58,854","47,782","6,856.8","15,169","3,509","36,337",61.74%,"6,968,570"
766,Switzerland,1992,47.225,0.13,6.93,"56,439","48,240","6,983.3","15,121","3,504","33,299",59.00%,"6,907,959"
767,Switzerland,1991,47.285,0.13,7.01,"54,464","47,940","7,005.9","15,025","3,484","32,587",59.83%,"6,842,768"
768,Switzerland,1990,44.964,0.12,6.74,"52,801","46,815","6,928.2","15,015","3,474","30,302",57.39%,"6,757,188"
769,Switzerland,1989,43.767,,6.61,"52,150","46,366","6,947.4","16,766","11,580","29,977",57.48%,"6,673,850"
770,Switzerland,1988,43.944,,6.69,"57,365","44,173","6,672.7","16,715","11,520","35,937",62.65%,"6,619,973"
771,Switzerland,1987,43.885,,6.72,"55,858","42,852","6,525.6","16,704","11,510","34,828",62.35%,"6,566,799"
772,Switzerland,1986,45.451,,7.00,"53,539","41,468","6,356.8","16,670","11,510","32,976",61.59%,"6,523,413"
773,Switzerland,1985,45.536,,7.05,"52,491","40,349","6,222.1","16,560","11,480","32,031",61.02%,"6,484,834"
774,Switzerland,1984,42.329,,6.60,"47,060","39,017","6,043.6","16,585","11,480","30,271",64.32%,"6,455,896"
775,Switzerland,1983,42.827,,6.72,"49,965","37,462","5,828.1","15,563","11,470","35,469",70.99%,"6,427,833"
776,Switzerland,1982,38.729,,6.11,"50,280","36,258","5,656.7","15,564","11,470","36,374",72.34%,"6,409,713"
777,Switzerland,1981,40.933,,6.48,"49,636","35,710","5,603.4","15,550","11,460","35,530",71.58%,"6,372,904"
778,Switzerland,1980,43.298,,6.87,"45,994","34,615","5,463.9","15,535","11,450","32,681",71.05%,"6,335,243"
779,japan,2020,"1,061.774",0.21,8.39,"937,993",,,,"98,626","242,468",25.85%,"125,836,021"
780,japan,2019,"1,139.491",0.22,8.98,"984,243","940,149","7,450.3","322,606","92,832","222,934",22.65%,"126,190,000"
781,japan,2018,"1,174.956",0.23,9.24,"980,122","935,112","7,392.5","319,055","86,174","211,674",21.60%,"126,495,000"
782,japan,2017,"1,221.501",0.24,9.58,"986,495","945,853","7,462.6","300,898","74,248","205,289",20.81%,"126,746,000"
783,japan,2016,"1,235.500",0.24,9.67,"992,775","947,175","7,460.4","295,548","67,937","188,087",18.95%,"126,960,000"
784,japan,2015,"1,245.434",0.25,9.73,"995,915","955,328","7,523.6","280,351","57,251","183,879",18.46%,"126,978,000"
785,japan,2014,"1,286.278",0.26,10.04,"1,016,681","973,347","7,656.9","271,388","47,375","166,979",16.42%,"127,120,000"
786,japan,2013,"1,326.707",0.27,10.34,"1,044,638","997,120","7,830.8","303,312","39,843","152,526",14.60%,"127,333,000"
787,japan,2012,"1,315.118",0.27,10.24,"1,033,605","990,361","7,764.4","294,673","34,111","140,833",13.63%,"127,552,000"
788,japan,2011,"1,274.242",0.27,9.92,"1,103,759","1,056,925","8,268.2","289,541","33,033","146,373",13.26%,"127,831,000"
789,japan,2010,"1,221.472",0.25,9.50,"1,108,763","1,061,614","8,320.3","286,883","31,643","142,835",12.88%,"127,594,000"
790,japan,2009,"1,160.273",0.25,9.02,"999,830","949,304","7,442.5","283,649","29,633","122,693",12.27%,"127,551,000"
791,japan,2008,"1,223.125",0.25,9.51,"1,027,955","976,643","7,648.4","280,885","28,794","121,826",11.85%,"127,692,000"
792,japan,2007,"1,292.048",0.26,10.05,"1,099,392","1,048,403","8,206.2","278,203","28,347","125,314",11.40%,"127,757,000"
793,japan,2006,"1,251.085",0.26,9.74,"1,058,707","1,008,482","7,894.4","277,728","28,644","137,271",12.97%,"127,746,000"
794,japan,2005,"1,272.653",0.27,9.92,"1,040,466","990,036","7,749.7","275,916","27,397","124,980",12.01%,"127,752,000"
795,japan,2004,"1,267.203",0.27,9.88,"1,030,555","981,693","7,685.5","273,841","26,458","137,527",13.34%,"127,734,000"
796,japan,2003,"1,274.739",0.28,9.95,"1,002,948","953,162","7,467.9","269,049","25,729","137,844",13.74%,"127,634,000"
797,japan,2002,"1,266.301",0.28,9.90,"1,010,326","960,718","7,541.0","266,145","24,509","122,745",12.15%,"127,400,000"
798,japan,2001,"1,228.927",0.27,9.62,"991,749","946,399","7,444.2","261,536","24,032","122,917",12.39%,"127,132,000"
799,japan,2000,"1,241.460",0.27,9.73,"1,009,278","962,329","7,587.5","258,355","24,156","125,397",12.42%,"126,831,000"
800,japan,1999,"1,220.978",0.28,9.59,"1,017,133","969,703","7,660.4","250,975","21,555","124,891",12.28%,"126,587,000"
801,japan,1998,"1,182.235",0.27,9.30,"1,010,826","962,863","7,620.7","247,681","21,477","129,728",12.83%,"126,349,000"
802,japan,1997,"1,230.718",0.28,9.70,"1,008,119","960,577","7,623.0","240,046","21,277","130,473",12.94%,"126,011,000"
803,japan,1996,"1,244.817",0.28,9.83,"978,534","934,035","7,430.0","233,864","21,222","120,250",12.29%,"125,711,000"
804,japan,1995,"1,231.815",0.29,9.75,"958,896","913,359","7,281.5","224,747","21,171","120,079",12.52%,"125,436,000"
805,japan,1994,"1,219.935",0.29,9.68,"932,497","888,032","7,097.7","219,607","21,067","101,741",10.91%,"125,116,000"
806,japan,1993,"1,170.570",0.28,9.31,"876,224","833,581","6,680.9","212,095","21,020","127,531",14.55%,"124,770,000"
807,japan,1992,"1,181.359",0.29,9.43,"868,557","825,673","6,639.0","204,507","20,999","114,622",13.20%,"124,367,000"
808,japan,1991,"1,173.267",0.29,9.39,"860,606","817,869","6,599.6","198,288","20,911","129,341",15.03%,"123,928,000"
809,japan,1990,"1,162.693",0.29,9.34,"832,872","792,108","6,417.1","193,681","20,825","120,198",14.43%,"123,438,000"
810,japan,1989,"1,096.749",,8.84,"763,506","731,602","5,946.6","185,760","20,410","107,810",14.12%,"123,028,000"
811,japan,1988,"1,066.609",,8.63,"725,328","695,604","5,676.2","180,828","21,135","105,855",14.59%,"122,548,000"
812,japan,1987,994.327,,8.08,"693,668","663,170","5,434.4","177,629","20,829","88,720",12.79%,"122,031,000"
813,japan,1986,987.944,,8.06,"643,521","614,442","5,059.4","173,468","21,342","93,749",14.57%,"121,446,000"
814,japan,1985,991.468,,8.13,"638,364","609,764","5,047.7","168,036","19,982","94,690",14.83%,"120,800,000"
815,japan,1984,"1,017.797",,8.40,"618,331","593,940","4,947.4","164,035","19,909","84,649",13.69%,"120,050,000"
816,japan,1983,949.748,,7.89,"586,835","560,357","4,698.2","159,575","19,571","94,295",16.07%,"119,271,000"
817,japan,1982,947.722,,7.92,"553,199","528,362","4,460.6","153,671","20,718","90,505",16.36%,"118,451,000"
818,japan,1981,990.313,,8.34,"546,029","522,127","4,439.0","150,205","19,002","87,922",16.10%,"117,623,000"
819,japan,1980,"1,012.586",,8.59,"546,764","521,374","4,465.0","142,766","18,276","88,875",16.25%,"116,769,000"
820,australia,2020,386.439,0.31,15.22,"243,309",,,,"35,421","59,927",24.63%,"25,694,000"
821,australia,2019,413.766,0.33,16.49,"249,996","237,388","9,288.2","75,540","27,174","51,591",20.64%,"25,558,000"
822,australia,2018,407.956,0.33,16.47,"247,674","234,258","9,306.7","69,275","21,084","44,442",17.94%,"25,171,000"
823,australia,2017,407.754,0.34,16.68,"244,543","231,322","9,337.7","66,761","18,696","40,207",16.44%,"24,773,000"
824,australia,2016,405.260,0.35,16.80,"242,911","226,538","9,288.2","67,265","17,542","37,151",15.29%,"24,390,000"
825,australia,2015,397.482,0.35,16.70,"238,137","225,128","9,386.2","68,435","16,668","33,423",14.04%,"23,985,000"
826,australia,2014,390.762,0.35,16.65,"234,635","223,486","9,453.7","68,060","15,570","36,112",15.39%,"23,640,000"
827,australia,2013,398.937,0.37,17.23,"236,117","222,688","9,558.3","66,232","14,268","32,705",13.85%,"23,298,000"
828,australia,2012,405.760,0.38,17.78,"237,283","222,722","9,714.0","65,009","12,849","26,318",11.09%,"22,928,000"
829,australia,2011,406.242,0.40,18.07,"239,981","223,437","9,920.8","62,916","11,088","26,273",10.95%,"22,522,000"
830,australia,2010,408.462,0.41,18.47,"238,725","222,360","10,028.9","60,109","8,753","21,720",9.10%,"22,172,000"
831,australia,2009,413.038,0.43,19.00,"234,698","220,032","10,062.8","56,708","8,292","18,465",7.87%,"21,866,000"
